"Id","DiffId","ProjId","Language","ProjName","CommitSha","FileName","FileLengthBefore","FileLengthAfter","nEdits","nDeletes","nInserts","nMoves","nUpdates","EditScript","RunTime1","RunTime2","RunTime3","RunTime4","RunTime5","RunTime6","RunTime7","RunTime8","RunTime9","RunTime10","RunTime"
"2527",,"7","Python","requests","f566bb21400cecf4dfe5a6c7d9bc7fb62abbb57d","core.py","326","327","68","12","12","41","3","['<move-tree tree=block [1979,4163] parent=class_definition [909,4191] at=3/>', '<move-tree tree=expression_statement [934,985] parent=block [934,4191] at=0/>', '<move-tree tree=expression_statement [991,1042] parent=block [934,4191] at=1/>', '<move-tree tree=function_definition [1048,1242] parent=block [934,4191] at=2/>', '<move-tree tree=function_definition [1252,1432] parent=block [934,4191] at=3/>', '<insert-node tree=function_definition [1441,1551] parent=block [934,4191] at=4/>', '<move-tree tree=function_definition [1475,1938] parent=block [934,4191] at=5/>', '<move-tree tree=function_definition [1946,4163] parent=block [934,4191] at=6/>', '<insert-node tree=identifier: _checks [1445,1452] parent=function_definition [1441,1551] at=0/>', '<move-tree tree=parameters [1452,1458] parent=function_definition [1441,1551] at=1/>', '<insert-tree tree=block [1463,1551] parent=function_definition [1441,1551] at=2/>', '<move-tree tree=block [3496,4093] parent=function_definition [2031,4191] at=2/>', '<move-tree tree=expression_statement [1979,2098] parent=block [2064,4191] at=0/>', '<move-tree tree=expression_statement [2102,2116] parent=block [2064,4191] at=1/>', '<insert-tree tree=expression_statement [2207,2222] parent=block [2064,4191] at=2/>', '<move-tree tree=if_statement [2124,4093] parent=block [2064,4191] at=3/>', '<move-tree tree=elif_clause [2851,3451] parent=if_statement [2230,4121] at=3/>', '<move-tree tree=expression_statement [4103,4141] parent=block [2064,4191] at=4/>', '<move-tree tree=return_statement [4149,4163] parent=block [2064,4191] at=5/>', '<move-tree tree=block [2208,2839] parent=if_statement [2230,4121] at=1/>', '<move-tree tree=if_statement [2173,2839] parent=block [2279,2956] at=0/>', '<move-tree tree=comparison_operator [2856,2876] parent=elif_clause [2964,3466] at=1/>', '<move-tree tree=block [2882,3451] parent=elif_clause [2964,3466] at=2/>', '<move-tree tree=comparison_operator [3469,3490] parent=elif_clause [3478,4121] at=1/>', '<move-tree tree=block [2919,3451] parent=elif_clause [3478,4121] at=2/>', '<insert-node tree=comment: 				# url encode GET params if its a dict [2316,2355] parent=if_statement [2279,2956] at=1/>', '<move-tree tree=block [2264,2778] parent=if_statement [2279,2956] at=2/>', '<move-tree tree=if_statement [3496,4093] parent=block [2995,3466] at=0/>', '<move-tree tree=if_statement [2882,3451] parent=block [3510,4121] at=0/>', '<move-tree tree=try_statement [2208,2839] parent=block [2360,2956] at=4/>', '<move-tree tree=boolean_operator [2885,2910] parent=if_statement [2995,3466] at=0/>', '<move-tree tree=boolean_operator [3499,3524] parent=if_statement [3510,4121] at=0/>', '<move-tree tree=block [2930,3369] parent=if_statement [3510,4121] at=1/>', '<move-tree tree=block [2173,2839] parent=try_statement [2652,2956] at=1/>', '<move-tree tree=expression_statement [2944,2982] parent=block [3032,3466] at=0/>', '<move-tree tree=if_statement [2992,3043] parent=block [3032,3466] at=1/>', '<move-tree tree=expression_statement [3053,3073] parent=block [3032,3466] at=2/>', '<move-tree tree=expression_statement [3544,3583] parent=block [3547,4121] at=0/>', '<move-tree tree=if_statement [3592,3642] parent=block [3547,4121] at=1/>', '<insert-node tree=comment: 				# url encode form data if its a dict [3651,3689] parent=block [3547,4121] at=2/>', '<move-tree tree=if_statement [3695,3812] parent=block [3547,4121] at=3/>', '<move-tree tree=expression_statement [2562,2580] parent=block [2663,2877] at=0/>', '<move-tree tree=expression_statement [2589,2626] parent=block [2663,2877] at=1/>', '<move-tree tree=expression_statement [2633,2673] parent=block [2663,2877] at=2/>', '<move-tree tree=if_statement [2680,2755] parent=block [2663,2877] at=3/>', '<move-tree tree=expression_statement [2764,2778] parent=block [2663,2877] at=4/>', '<insert-tree tree=attribute [2890,2907] parent=except_clause [2883,2956] at=1/>', '<update-node tree=identifier: RequestException [2793,2809] label=why/>', '<insert-tree tree=expression_statement [2920,2956] parent=block [2920,2956] at=0/>', '<move-tree tree=attribute [3313,3330] parent=except_clause [3393,3466] at=1/>', '<update-node tree=identifier: Exception [4054,4063] label=why/>', '<insert-tree tree=attribute [4055,4072] parent=except_clause [4048,4121] at=1/>', '<insert-node tree=identifier: why [4074,4077] parent=except_clause [4048,4121] at=2/>', '<insert-tree tree=expression_statement [3430,3466] parent=block [3430,3466] at=0/>', '<insert-tree tree=attribute [4113,4121] parent=assignment [4085,4121] at=2/>', '<update-node tree=identifier: resonse [3344,3351] label=response/>', '<delete-node tree=comment: 					# url encode GET params if its a dict [2219,2258]/>', '<delete-tree tree=raise_statement [2817,2839]/>', '<delete-node tree=comment: 					# url encode form data if its a dict [3651,3689]/>', '<delete-tree tree=raise_statement [4071,4093]/>', '<delete-node tree=integer: 405 [3366,3369]/>', '<delete-node tree=try: try [2919,2922]/>', '<delete-tree tree=except_clause [3377,3451]/>', '<delete-node tree=try_statement [2919,3451]/>', '<delete-node tree=identifier: _checks [1445,1452]/>', '<delete-tree tree=block [1463,1467]/>', '<delete-node tree=function_definition [1441,1467]/>', '<delete-node tree=block [934,4163]/>']","1.01702",,,,,,,,,,
"2528","2694","7","Python","requests","f66eafdffdc8fa9a33e97a7c8f0d927ef72a1fdb","core.py","405","403","14","0","0","0","14","['<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:', '<update-node tree=string:']","1.06963","1.34039","1.25042","1.0702","1.15856","1.08385","1.04864","1.04314","1.05195","1.06674","1.06992"
"2529","2695","7","Python","requests","f70e89a163208076f12577cd98ce09650b9d1241","core.py","425","428","8","0","7","1","0","['<insert-node tree=try_statement [244,323] parent=module [0,11106] at=3/>', '<insert-node tree=try: try [244,247] parent=try_statement [244,323] at=0/>', '<insert-tree tree=block [251,285] parent=try_statement [244,323] at=1/>', '<insert-node tree=except_clause [287,323] parent=try_statement [244,323] at=2/>', '<insert-node tree=except: except [287,293] parent=except_clause [287,323] at=0/>', '<insert-node tree=identifier: ImportError [294,305] parent=except_clause [287,323] at=1/>', '<insert-node tree=block [309,323] parent=except_clause [287,323] at=2/>', '<move-tree tree=import_statement [244,258] parent=block [309,323] at=0/>']","1.08567","1.27768","1.10449","1.12228","1.17318","1.08093","1.05009","1.05965","1.05972","1.05213","1.0833"
"2530",,"7","Python","requests","f7abfa8a1426b018b99c9ac3237331b55bf7103c","core.py","408","421","35","9","20","6","0","['<insert-node tree=import_from_statement [262,314] parent=module [0,11034] at=4/>', '<insert-node tree=import_from_statement [316,375] parent=module [0,11034] at=5/>', '<insert-node tree=from: from [262,266] parent=import_from_statement [262,314] at=0/>', '<insert-tree tree=relative_import [267,290] parent=import_from_statement [262,314] at=1/>', '<insert-node tree=import: import [291,297] parent=import_from_statement [262,314] at=2/>', '<move-tree tree=dotted_name [288,304] parent=import_from_statement [262,314] at=3/>', '<insert-node tree=from: from [316,320] parent=import_from_statement [316,375] at=0/>', '<insert-tree tree=relative_import [321,351] parent=import_from_statement [316,375] at=1/>', '<insert-node tree=import: import [352,358] parent=import_from_statement [316,375] at=2/>', '<move-tree tree=dotted_name [339,355] parent=import_from_statement [316,375] at=3/>', '<insert-tree tree=if_statement [7975,8033] parent=block [7406,8130] at=5/>', '<insert-node tree=none: None [7386,7390] parent=default_parameter [7370,7390] at=1/>', '<insert-tree tree=expression_statement [1354,1381] parent=block [1310,1512] at=2/>', '<insert-tree tree=attribute [4204,4224] parent=if_statement [4201,4678] at=0/>', '<insert-node tree=else_clause [4468,4678] parent=if_statement [4201,4678] at=2/>', '<insert-tree tree=expression_statement [4232,4250] parent=block [4232,4456] at=0/>', '<insert-tree tree=expression_statement [4257,4314] parent=block [4232,4456] at=1/>', '<insert-tree tree=expression_statement [4321,4391] parent=block [4232,4456] at=2/>', '<insert-node tree=if_statement [4400,4456] parent=block [4232,4456] at=3/>', '<insert-node tree=else: else [4468,4472] parent=else_clause [4468,4678] at=0/>', '<insert-node tree=block [4480,4678] parent=else_clause [4468,4678] at=1/>', '<move-tree tree=attribute [4200,4212] parent=if_statement [4400,4456] at=0/>', '<insert-tree tree=block [4424,4456] parent=if_statement [4400,4456] at=1/>', '<move-tree tree=expression_statement [4150,4189] parent=block [4480,4678] at=0/>', '<move-tree tree=expression_statement [4220,4246] parent=block [4480,4678] at=1/>', '<move-tree tree=if_statement [4297,4411] parent=block [4480,4678] at=2/>', '<delete-node tree=from: from [262,266]/>', '<delete-tree tree=dotted_name [267,280]/>', '<delete-node tree=import: import [281,287]/>', '<delete-node tree=import_from_statement [262,304]/>', '<delete-node tree=from: from [306,310]/>', '<delete-tree tree=dotted_name [311,331]/>', '<delete-node tree=import: import [332,338]/>', '<delete-node tree=import_from_statement [306,355]/>', '<delete-node tree=dictionary [7067,7069]/>']","1.04905",,,,,,,,,,
"2531",,"7","Python","requests","f96157d259e43d9dfa9adeae54a9779004d35cf6","core.py","434","434","1","0","0","0","1","['<update-node tree=string: b [13943,13946] label=/>']","1.26912",,,,,,,,,,
"2532","2698","7","Python","requests","fbe0393eb34e975022cd3bf884dc94a6f5aa886d","test_requests.py","91","95","8","0","7","1","0","['<insert-tree tree=import_statement [50,60] parent=module [0,2503] at=2/>', '<insert-node tree=if_statement [81,260] parent=module [0,2503] at=4/>', '<insert-tree tree=comparison_operator [84,109] parent=if_statement [81,260] at=0/>', '<insert-tree tree=block [116,139] parent=if_statement [81,260] at=1/>', '<insert-node tree=else_clause [141,260] parent=if_statement [81,260] at=2/>', '<insert-node tree=else: else [141,145] parent=else_clause [141,260] at=0/>', '<insert-node tree=block [152,260] parent=else_clause [141,260] at=1/>', '<move-tree tree=try_statement [69,165] parent=block [152,260] at=0/>']","0.652649","0.73035","0.639502","0.653633","0.679091","0.647586","0.638048","0.626255","0.638836","0.628172","0.643544"
"2533",,"7","Python","requests","fdd54e14d68123899e61dd651176264b1276f416","core.py","393","392","1","0","0","0","1","['<update-node tree=string:']","0.98933",,,,,,,,,,
"2534","2700","8","Python","scikit-learn","076938f18a43f521f24303dd1ce81a17c737e417","convert.py","40","44","46","10","24","6","6","['<move-tree tree=for_statement [510,560] parent=module [0,1189] at=5/>', '<update-node tree=comment: # Last Change: Sun Jul 01 07:00 PM 2007 J [24,66] label=# Last Change: Tue Jul 17 03:00 PM 2007 J/>', '<insert-tree tree=import_from_statement [153,200] parent=module [0,1189] at=5/>', '<insert-node tree=comment: # array for equivalence label index &lt;&gt; label name [204,254] parent=module [0,1189] at=6/>', '<insert-tree tree=expression_statement [255,325] parent=module [0,1189] at=7/>', '<insert-tree tree=expression_statement [327,337] parent=module [0,1189] at=8/>', '<insert-node tree=comment: # Load the data [386,402] parent=module [0,1189] at=10/>', '<insert-node tree=comment: # dcl[i] = label index of data[i] [725,759] parent=module [0,1189] at=23/>', '<insert-tree tree=expression_statement [1114,1150] parent=module [0,1189] at=32/>', '<insert-tree tree=expression_statement [1152,1189] parent=module [0,1189] at=33/>', '<insert-tree tree=pattern_list [343,346] parent=for_statement [339,382] at=0/>', '<insert-node tree=call [982,1013] parent=expression_statement [982,1013] at=0/>', '<insert-node tree=call [1015,1046] parent=expression_statement [1015,1046] at=0/>', '<insert-node tree=call [1048,1079] parent=expression_statement [1048,1079] at=0/>', '<insert-node tree=call [1081,1112] parent=expression_statement [1081,1112] at=0/>', '<insert-tree tree=attribute [350,361] parent=call [350,363] at=0/>', '<move-tree tree=list_comprehension [486,507] parent=assignment [760,788] at=2/>', '<insert-tree tree=attribute [982,994] parent=call [982,1013] at=0/>', '<insert-node tree=argument_list [994,1013] parent=call [982,1013] at=1/>', '<insert-tree tree=attribute [1015,1027] parent=call [1015,1046] at=0/>', '<insert-node tree=argument_list [1027,1046] parent=call [1015,1046] at=1/>', '<insert-tree tree=attribute [1048,1060] parent=call [1048,1079] at=0/>', '<insert-node tree=argument_list [1060,1079] parent=call [1048,1079] at=1/>', '<insert-tree tree=attribute [1081,1093] parent=call [1081,1112] at=0/>', '<insert-node tree=argument_list [1093,1112] parent=call [1081,1112] at=1/>', '<insert-tree tree=assignment [370,382] parent=expression_statement [370,382] at=0/>', '<insert-tree tree=subscript [767,775] parent=list_comprehension [766,788] at=0/>', '<move-tree tree=call [856,874] parent=argument_list [994,1013] at=0/>', '<move-tree tree=call [876,894] parent=argument_list [1027,1046] at=0/>', '<move-tree tree=call [896,914] parent=argument_list [1060,1079] at=0/>', '<move-tree tree=call [916,934] parent=argument_list [1093,1112] at=0/>', '<update-node tree=string: &quot;iris.py&quot; [608,617] label=&quot;../iris.py&quot;/>', '<update-node tree=identifier: dump_var [856,864] label=dumpvar/>', '<update-node tree=identifier: dump_var [876,884] label=dumpvar/>', '<update-node tree=identifier: dump_var [896,904] label=dumpvar/>', '<update-node tree=identifier: dump_var [916,924] label=dumpvar/>', '<delete-node tree=identifier: i [514,515]/>', '<delete-node tree=identifier: range [519,524]/>', '<delete-tree tree=call [525,532]/>', '<delete-tree tree=call [540,560]/>', '<delete-tree tree=tuple [487,494]/>', '<delete-node tree=identifier: dict [481,485]/>', '<delete-node tree=argument_list [485,508]/>', '<delete-node tree=call [481,508]/>', '<delete-tree tree=function_definition [751,852]/>', '<delete-tree tree=expression_statement [936,956]/>']","0.541113","0.661679","0.547571","0.552015","0.616569","0.570191","0.539387","0.545457","0.539157","0.5431","0.546514"
"2535","2701","8","Python","scikit-learn","076938f18a43f521f24303dd1ce81a17c737e417","data.py","122","142","79","33","31","13","2","['<update-node tree=comment: # Last Change: Sun Jul 01 08:00 PM 2007 J [49,91] label=# Last Change: Tue Jul 17 04:00 PM 2007 J/>', '<move-tree tree=block [4726,5236] parent=function_definition [4273,6018] at=2/>', '<insert-tree tree=expression_statement [4290,4954] parent=block [4290,6018] at=0/>', '<move-tree tree=import_statement [4433,4445] parent=block [4290,6018] at=1/>', '<move-tree tree=import_from_statement [4451,4487] parent=block [4290,6018] at=2/>', '<move-tree tree=expression_statement [4493,4533] parent=block [4290,6018] at=3/>', '<move-tree tree=expression_statement [4539,4579] parent=block [4290,6018] at=4/>', '<move-tree tree=expression_statement [4585,4625] parent=block [4290,6018] at=5/>', '<move-tree tree=expression_statement [4631,4671] parent=block [4290,6018] at=6/>', '<move-tree tree=expression_statement [4677,4689] parent=block [4290,6018] at=7/>', '<insert-node tree=expression_statement [5523,5573] parent=block [4290,6018] at=9/>', '<insert-node tree=expression_statement [5579,5630] parent=block [4290,6018] at=10/>', '<insert-node tree=expression_statement [5636,5686] parent=block [4290,6018] at=11/>', '<insert-node tree=expression_statement [5692,5743] parent=block [4290,6018] at=12/>', '<insert-tree tree=expression_statement [5749,5802] parent=block [4290,6018] at=13/>', '<insert-tree tree=expression_statement [5808,5934] parent=block [4290,6018] at=14/>', '<insert-tree tree=for_statement [5940,5995] parent=block [4290,6018] at=15/>', '<move-tree tree=return_statement [5248,5259] parent=block [4290,6018] at=17/>', '<insert-tree tree=dotted_name [5019,5024] parent=import_from_statement [4978,5024] at=8/>', '<insert-node tree=assignment [5523,5573] parent=expression_statement [5523,5573] at=0/>', '<insert-node tree=assignment [5579,5630] parent=expression_statement [5579,5630] at=0/>', '<insert-node tree=assignment [5636,5686] parent=expression_statement [5636,5686] at=0/>', '<insert-node tree=assignment [5692,5743] parent=expression_statement [5692,5743] at=0/>', '<update-node tree=identifier: CLI [4484,4487] label=LABELS/>', '<insert-tree tree=subscript [5523,5550] parent=assignment [5523,5573] at=0/>', '<insert-node tree=assignment_operator_literal: = [5551,5552] parent=assignment [5523,5573] at=1/>', '<insert-node tree=call [5553,5573] parent=assignment [5523,5573] at=2/>', '<insert-tree tree=subscript [5579,5607] parent=assignment [5579,5630] at=0/>', '<insert-node tree=assignment_operator_literal: = [5608,5609] parent=assignment [5579,5630] at=1/>', '<insert-node tree=call [5610,5630] parent=assignment [5579,5630] at=2/>', '<insert-tree tree=subscript [5636,5663] parent=assignment [5636,5686] at=0/>', '<insert-node tree=assignment_operator_literal: = [5664,5665] parent=assignment [5636,5686] at=1/>', '<insert-node tree=call [5666,5686] parent=assignment [5636,5686] at=2/>', '<insert-tree tree=subscript [5692,5720] parent=assignment [5692,5743] at=0/>', '<insert-node tree=assignment_operator_literal: = [5721,5722] parent=assignment [5692,5743] at=1/>', '<insert-node tree=call [5723,5743] parent=assignment [5692,5743] at=2/>', '<insert-node tree=string: data [5237,5243] parent=subscript [5232,5244] at=1/>', '<move-tree tree=attribute [5210,5221] parent=call [5553,5573] at=0/>', '<insert-tree tree=argument_list [5564,5573] parent=call [5553,5573] at=1/>', '<move-tree tree=attribute [5145,5156] parent=call [5610,5630] at=0/>', '<insert-tree tree=argument_list [5621,5630] parent=call [5610,5630] at=1/>', '<move-tree tree=attribute [5081,5092] parent=call [5666,5686] at=0/>', '<insert-tree tree=argument_list [5677,5686] parent=call [5666,5686] at=1/>', '<move-tree tree=attribute [5016,5027] parent=call [5723,5743] at=0/>', '<insert-tree tree=argument_list [5734,5743] parent=call [5723,5743] at=1/>', '<insert-node tree=identifier: PW [5263,5265] parent=argument_list [5262,5266] at=0/>', '<delete-tree tree=expression_statement [4726,4741]/>', '<delete-node tree=identifier: name [4756,4760]/>', '<delete-tree tree=subscript [4780,4784]/>', '<delete-node tree=line_continuation:         data[name] = numpy.empty(len(i[1]), [(petal width, numpy.int),', '<delete-tree tree=subscript [4988,5013]/>', '<delete-node tree=assignment_operator_literal: = [5014,5015]/>', '<delete-tree tree=argument_list [5027,5042]/>', '<delete-node tree=call [5016,5042]/>', '<delete-node tree=assignment [4988,5042]/>', '<delete-node tree=expression_statement [4988,5042]/>', '<delete-tree tree=subscript [5052,5078]/>', '<delete-node tree=assignment_operator_literal: = [5079,5080]/>', '<delete-tree tree=argument_list [5092,5107]/>', '<delete-node tree=call [5081,5107]/>', '<delete-node tree=assignment [5052,5107]/>', '<delete-node tree=expression_statement [5052,5107]/>', '<delete-tree tree=subscript [5117,5142]/>', '<delete-node tree=assignment_operator_literal: = [5143,5144]/>', '<delete-tree tree=argument_list [5156,5171]/>', '<delete-node tree=call [5145,5171]/>', '<delete-node tree=assignment [5117,5171]/>', '<delete-node tree=expression_statement [5117,5171]/>', '<delete-tree tree=subscript [5181,5207]/>', '<delete-node tree=assignment_operator_literal: = [5208,5209]/>', '<delete-tree tree=argument_list [5221,5236]/>', '<delete-node tree=call [5210,5236]/>', '<delete-node tree=assignment [5181,5236]/>', '<delete-node tree=expression_statement [5181,5236]/>', '<delete-tree tree=expression_statement [4290,4427]/>', '<delete-node tree=identifier: i [4699,4700]/>', '<delete-tree tree=call [4704,4715]/>', '<delete-node tree=for_statement [4695,5236]/>', '<delete-node tree=block [4290,5259]/>']","0.664065","0.693518","0.607471","0.616089","0.656519","0.668053","0.601359","0.60457","0.601611","0.608312","0.6122"
"2536","2702","8","Python","scikit-learn","076938f18a43f521f24303dd1ce81a17c737e417","iris.py","12","71","4","1","2","0","1","['<update-node tree=comment: # Autogenerated by convert.py at Sun, 01 Jul 2007 10:36:56 +0000 [0,65] label=# Autogenerated by convert.py at Tue, 17 Jul 2007 06:47:17 +0000/>', '<insert-tree tree=expression_statement [4356,4820] parent=module [0,4895] at=5/>', '<insert-tree tree=expression_statement [4824,4893] parent=module [0,4895] at=6/>', '<delete-tree tree=expression_statement [4304,5008]/>']","0.884217","0.825733","0.814416","0.813042","0.825502","0.840166","0.799173","0.816943","0.798474","0.793789","0.815679"
"2537",,"8","Python","scikit-learn","0b3f121eff244af593c9ef1107ca55be89832c14","gene.py","399","396","6","3","0","2","1","['<move-tree tree=import_from_statement [13059,13080] parent=module [0,16848] at=4/>', '<move-tree tree=import_from_statement [15335,15370] parent=module [0,16848] at=6/>', '<update-node tree=identifier: Numeric [13064,13071] label=numpy/>', '<delete-tree tree=import_from_statement [13082,13111]/>', '<delete-node tree=comment: # not sure why this has to be fully qualified, but things are failing otherwise. [15231,15312]/>', '<delete-node tree=comment: # import tree        [15313,15334]/>']","1.26049",,,,,,,,,,
"2538","2704","8","Python","scikit-learn","0b3f121eff244af593c9ef1107ca55be89832c14","parallel_pop.py","642","641","1","1","0","0","0","['<delete-tree tree=import_from_statement [23,52]/>']","1.16186","1.30171","1.11492","1.13062","1.24633","1.16114","1.10046","1.11355","1.11645","1.10454","1.12354"
"2539","2705","8","Python","scikit-learn","0b3f121eff244af593c9ef1107ca55be89832c14","scaling.py","50","49","2","1","0","0","1","['<update-node tree=identifier: Numeric [115,122] label=numpy/>', '<delete-tree tree=import_from_statement [133,162]/>']","0.594603","0.661557","0.62905","0.619126","0.716694","0.694683","0.611593","0.638575","0.608212","0.623829","0.62644"
"2540","2706","8","Python","scikit-learn","0b3f121eff244af593c9ef1107ca55be89832c14","selection.py","94","93","2","1","0","0","1","['<update-node tree=identifier: Numeric [196,203] label=numpy/>', '<delete-tree tree=import_from_statement [214,243]/>']","0.79467","0.826008","0.777191","0.793647","0.924555","0.812016","0.771985","0.773112","0.764815","0.773235","0.785419"
"2541","2707","8","Python","scikit-learn","153e48d1497cc6d388fc5b254a6eaea0a3ca3a6c","__init__.py","20","19","3","2","1","0","0","['<insert-tree tree=import_from_statement [35,67] parent=module [0,312] at=3/>', '<delete-tree tree=import_statement [35,51]/>', '<delete-tree tree=expression_statement [53,126]/>']","0.449808","0.482026","0.441699","0.445583","0.483892","0.438165","0.42831","0.431596","0.431193","0.443159","0.442429"
"2542","2708","8","Python","scikit-learn","1901d260b4f797a824cc09fb3c6951d482e8880e","mlp.py","231","289","65","17","23","5","20","['<insert-node tree=function_definition [5634,6510] parent=block [95,9458] at=10/>', '<insert-tree tree=function_definition [6526,7781] parent=block [95,9458] at=11/>', '<move-tree tree=function_definition [5593,6881] parent=block [95,9458] at=12/>', '<move-tree tree=function_definition [6885,6976] parent=block [95,9458] at=13/>', '<insert-node tree=identifier: errfxn [5638,5644] parent=function_definition [5634,6510] at=0/>', '<move-tree tree=parameters [5203,5215] parent=function_definition [5634,6510] at=1/>', '<insert-tree tree=block [5667,6510] parent=function_definition [5634,6510] at=2/>', '<update-node tree=identifier: mlptrain [5597,5605] label=train/>', '<update-node tree=identifier: mlptest [6889,6896] label=test/>', '<insert-node tree=comment:         # ################################# # [9201,9239] parent=function_definition [9172,9458] at=2/>', '<insert-node tree=comment:         # ### THIS NEEDS EXTENSIVE WORK ### # [9248,9286] parent=function_definition [9172,9458] at=3/>', '<insert-node tree=comment:         # ### (i.e. do I even need it?) ### # [9295,9333] parent=function_definition [9172,9458] at=4/>', '<insert-node tree=comment:         # ################################# # [9342,9380] parent=function_definition [9172,9458] at=5/>', '<update-node tree=string: &quot;Creating 12-12-2 MLP with linear outputs...&quot; [7748,7793] label=&quot;Creating 12-5-2 MLP with linear outputs...&quot;/>', '<insert-tree tree=default_parameter [2975,2984] parent=parameters [2962,2985] at=2/>', '<insert-node tree=if_statement [3878,3946] parent=block [2996,3946] at=5/>', '<update-node tree=identifier: net [5606,5609] label=self/>', '<update-node tree=comment:     # N.B. doing nothing with the specified algorithm for now, [5935,5994] label=        # N.B. doing nothing with the specified algorithm for now,/>', '<update-node tree=comment:     # just optimizing with the leastsq fxn in scipy.optimize [5999,6056] label=        # just optimizing with the leastsq fxn in scipy.optimize/>', '<update-node tree=identifier: net [6897,6900] label=self/>', '<update-node tree=string:', '<insert-node tree=identifier: hid [3881,3884] parent=if_statement [3878,3946] at=0/>', '<insert-tree tree=block [3899,3909] parent=if_statement [3878,3946] at=1/>', '<insert-node tree=else_clause [3919,3946] parent=if_statement [3878,3946] at=2/>', '<update-node tree=string:', '<update-node tree=string:', '<insert-tree tree=attribute [11095,11104] parent=call [11095,11129] at=0/>', '<insert-node tree=else: else [3919,3923] parent=else_clause [3919,3946] at=0/>', '<insert-node tree=block [3938,3946] parent=else_clause [3919,3946] at=1/>', '<insert-node tree=comment:             # leastsq, or undefd algorithm, in which case use leastsq as [8887,8949] parent=else_clause [8868,9142] at=1/>', '<insert-node tree=comment:             # a reasonable default [8962,8985] parent=else_clause [8868,9142] at=2/>', '<update-node tree=integer: 12 [7813,7815] label=5/>', '<move-tree tree=return_statement [3702,3710] parent=block [3938,3946] at=0/>', '<update-node tree=identifier: net [6920,6923] label=self/>', '<update-node tree=identifier: net [6141,6144] label=self/>', '<update-node tree=identifier: net [6152,6155] label=self/>', '<insert-tree tree=keyword_argument [8582,8601] parent=argument_list [8555,8659] at=2/>', '<insert-node tree=line_continuation:             w = fmin_bfgs(self.errfxn,self.w_packed,fprime=self.errgrad,', '<insert-tree tree=attribute [8789,8801] parent=argument_list [8762,8858] at=2/>', '<insert-node tree=line_continuation:             w = fmin_ncg(self.errfxn,self.w_packed,self.errgrad,args=(x,t),', '<move-tree tree=attribute [5531,5545] parent=argument_list [9057,9142] at=0/>', '<insert-node tree=line_continuation:             w = leastsq(self.residuals,self.w_packed,args=(x,t),', '<update-node tree=identifier: net [6288,6291] label=self/>', '<update-node tree=identifier: net [6299,6302] label=self/>', '<update-node tree=identifier: net [6432,6435] label=self/>', '<update-node tree=identifier: net [6443,6446] label=self/>', '<update-node tree=identifier: net [6786,6789] label=self/>', '<update-node tree=identifier: residuals [6790,6799] label=w_packed/>', '<delete-tree tree=elif_clause [6490,6633]/>', '<delete-tree tree=print_statement [6654,6720]/>', '<delete-tree tree=attribute [6800,6812]/>', '<delete-node tree=comment:     #return (w[0],w[1:]) [6847,6868]/>', '<delete-node tree=identifier: errfxn [5197,5203]/>', '<delete-tree tree=expression_statement [5226,5517]/>', '<delete-node tree=identifier: e [5527,5528]/>', '<delete-node tree=assignment_operator_literal: = [5529,5530]/>', '<delete-tree tree=argument_list [5545,5552]/>', '<delete-node tree=call [5531,5552]/>', '<delete-node tree=assignment [5527,5552]/>', '<delete-node tree=expression_statement [5527,5552]/>', '<delete-tree tree=return_statement [5562,5589]/>', '<delete-node tree=block [5226,5589]/>', '<delete-node tree=function_definition [5193,5589]/>', '<delete-node tree=identifier: mlptrain [8615,8623]/>', '<delete-node tree=identifier: net [8624,8627]/>']","1.27095","1.35928","1.32991","1.33527","1.42562","1.32554","1.23199","1.25134","1.23928","1.24191","1.29824"
"2543","2709","8","Python","scikit-learn","2a1f48e662dfc59fc28f480d008257cd12a241df","gene.py","394","395","1","0","1","0","0","['<insert-tree tree=import_from_statement [11800,11823] parent=module [0,15227] at=15/>']","1.27268","1.33583","1.74635","1.27817","1.34514","1.29923","1.20262","1.19559","1.19145","1.20216","1.27542"
"2544","2710","8","Python","scikit-learn","2a1f48e662dfc59fc28f480d008257cd12a241df","parallel_pop.py","641","642","1","0","1","0","0","['<insert-tree tree=import_from_statement [23,46] parent=module [0,10954] at=1/>']","1.12968","1.18421","1.28059","1.16017","1.30083","1.1303","1.12117","1.10806","1.10544","1.11629","1.12999"
"2545","2711","8","Python","scikit-learn","2a1f48e662dfc59fc28f480d008257cd12a241df","scaling.py","49","50","1","0","1","0","0","['<insert-tree tree=import_from_statement [139,162] parent=module [0,1398] at=6/>']","0.602428","0.662032","0.822549","0.7055","0.671808","0.62494","0.593038","0.607642","0.610158","0.609031","0.617549"
"2546","2712","8","Python","scikit-learn","2a1f48e662dfc59fc28f480d008257cd12a241df","selection.py","93","94","1","0","1","0","0","['<insert-tree tree=import_from_statement [240,263] parent=module [0,3203] at=8/>']","0.825083","0.8341","0.936125","0.776766","0.826502","0.785817","0.776312","0.785567","0.775753","0.786053","0.785935"
